Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
443,6,28/02/2018 11:08:10,144,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,13888.88889,144.0,0.0,144,144,144,144.0,0.0,144,144,0,0.0,0.0,0,0,0,0,0,0,40,0,13888.88889,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,257,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,2
443,6,28/02/2018 11:08:10,8500695,11,12,2017,4436,1078,0,183.36363640000002,315.1752759,1460,0,369.6666667,539.4206207000001,759.1144018,2.705661125,386395.2273,1764405.3069999998,8285635,1,214902,21490.2,27441.43608,83131,36,8474283,770389.3636,2512801.47,8346604,1,0,0,0,0,232,252,1.294011843,1.411649283,0,1460,268.875,440.7853971,194291.7663,0,0,1,1,0,0,0,1,1,280.56521739999994,183.36363640000002,369.6666667,0,0,0,0,0,0,11,2017,12,4436,8192,8002,6,20,214902.0,0.0,214902,214902,8285635.0,0.0,8285635,8285635,2
443,6,28/02/2018 11:08:18,129,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,15503.87597,129.0,0.0,129,129,129,129.0,0.0,129,129,0,0.0,0.0,0,0,0,0,0,0,40,0,15503.87597,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,255,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,2
123,17,28/02/2018 10:51:19,18381,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,5222.784397,108.8080083,18381.0,0.0,18381,18381,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,54.40400413,54.40400413,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,0,0,0,0,0,0,1,48,1,48,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,2
443,6,28/02/2018 11:08:24,71648,5,5,675,219,387,0,135.0,171.3286316,141,0,43.8,63.97812126,12477.6686,139.5712372,7960.888889,11042.24169,24829,23,48023,12005.75,13320.57802,24852,287,46819,11704.75,12094.12638,22164,88,0,0,0,0,112,112,69.78561858,69.78561858,0,387,81.27272727,127.21878079999999,16184.618180000001,0,0,1,1,0,0,0,1,1,89.4,135.0,43.8,0,0,0,0,0,0,5,675,5,219,8192,7517,3,20,0.0,0.0,0,0,0.0,0.0,0,0,2
443,6,28/02/2018 11:08:24,232,3,0,31,0,31,0,10.33333333,17.89785834,0,0,0.0,0.0,133620.6897,12931.03448,116.0,86.2670273,177,55,232,116.0,86.2670273,177,55,0,0.0,0.0,0,0,0,0,0,0,60,0,12931.03448,0.0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.33333333,10.33333333,0.0,0,0,0,0,0,0,3,31,0,0,257,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,2
443,6,28/02/2018 11:08:24,2808422,11,12,2008,4426,1078,0,182.5454545,315.12516989999995,1460,0,368.8333333,539.7120164,2290.966244,8.18965241,127655.5455,538271.2382,2536051,1,272151,27215.1,28804.5867,77211,36,2763795,251254.0909,768411.3026,2567094,1,0,0,0,0,232,252,3.916790283,4.272862127,0,1460,268.0833333,440.91692170000005,194407.7319,0,0,1,1,0,0,0,1,1,279.73913039999996,182.5454545,368.8333333,0,0,0,0,0,0,11,2008,12,4426,8192,7856,6,20,0.0,0.0,0,0,0.0,0.0,0,0,2
443,6,28/02/2018 11:08:27,244,3,0,31,0,31,0,10.33333333,17.89785834,0,0,0.0,0.0,127049.1803,12295.08197,122.0,106.0660172,197,47,244,122.0,106.0660172,197,47,0,0.0,0.0,0,0,0,0,0,0,60,0,12295.081970000001,0.0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.33333333,10.33333333,0.0,0,0,0,0,0,0,3,31,0,0,255,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,2
443,6,28/02/2018 11:06:45,111492514,18,18,952,1006,470,0,52.88888889,151.7470375,469,0,55.88888889,150.6866202,17.56171719,0.322891634,3185500.4,4678993.929,10000000,1253,111000000,6557715.118,4812342.3719999995,10000000,62496,111000000,6557719.824,4828489.956,10000000,1253,0,0,0,0,360,360,0.161445817,0.161445817,0,470,52.94594595,147.2267612,21675.71922,0,0,0,0,1,0,0,0,1,54.41666667,52.88888889,55.88888889,0,0,0,0,0,0,18,952,18,1006,63207,20328,13,20,139983.8182,290294.3225,828118,11297,9994666.818,20667.95309,10000000,9952862,2
53,17,28/02/2018 10:52:38,19436,1,1,31,87,31,31,31.0,0.0,87,87,87.0,0.0,6071.208068,102.9018317,19436.0,0.0,19436,19436,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,51.45091583,51.45091583,31,87,49.66666667,32.33161507,1045.333333,0,0,0,0,0,0,0,0,1,74.5,31.0,87.0,0,0,0,0,0,0,1,31,1,87,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,2
443,6,28/02/2018 11:08:31,20775110,6,8,676,3695,387,0,112.66666670000001,155.3520733,1460,0,461.875,652.749446,210.3959979,0.673883315,1598085.385,5693852.607000001,20500000,1,145824,29164.8,25959.56596,49118,372,20700000,2961223.7139999997,7755171.384,20500000,1,0,0,0,0,132,172,0.288807135,0.38507618,0,1460,291.4,507.9598972,258023.2571,0,0,1,1,0,0,0,1,1,312.2142857,112.66666670000001,461.875,0,0,0,0,0,0,6,676,8,3695,8192,7516,3,20,226759.0,0.0,226759,226759,20500000.0,0.0,20500000,20500000,2
443,6,28/02/2018 11:08:52,259,3,0,31,0,31,0,10.33333333,17.89785834,0,0,0.0,0.0,119691.1197,11583.01158,129.5,108.1873375,206,53,259,129.5,108.1873375,206,53,0,0.0,0.0,0,0,0,0,0,0,60,0,11583.01158,0.0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.33333333,10.33333333,0.0,0,0,0,0,0,0,3,31,0,0,258,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,2
443,6,28/02/2018 11:08:52,430885,11,12,2007,4433,1078,0,182.4545455,315.12294860000003,1460,0,369.4166667,539.5097873,14945.98327,53.37851167,19585.681819999998,35921.16417,155648,1,275045,27504.5,27376.49627,71285,47,386298,35118.0,53069.1405,180188,1,0,0,0,0,232,252,25.52885341,27.84965826,0,1460,268.3333333,440.87597259999995,194371.6232,0,0,1,1,0,0,0,1,1,280.0,182.4545455,369.4166667,0,0,0,0,0,0,11,2007,12,4433,8192,7857,6,20,0.0,0.0,0,0,0.0,0.0,0,0,2
443,6,28/02/2018 11:08:52,267,3,0,31,0,31,0,10.33333333,17.89785834,0,0,0.0,0.0,116104.8689,11235.95506,133.5,111.0157646,212,55,267,133.5,111.0157646,212,55,0,0.0,0.0,0,0,0,0,0,0,60,0,11235.95506,0.0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.33333333,10.33333333,0.0,0,0,0,0,0,0,3,31,0,0,258,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,2
443,6,28/02/2018 11:09:02,20553749,6,8,676,3695,387,0,112.66666670000001,155.3520733,1460,0,461.875,652.749446,212.6619334,0.681140944,1581057.615,5637786.899,20300000,0,139563,27912.6,24786.97248,47005,372,20500000,2929881.857,7679205.789,20300000,0,0,0,0,0,132,172,0.291917547,0.389223397,0,1460,291.4,507.9598972,258023.2571,0,0,1,1,0,0,0,1,1,312.2142857,112.66666670000001,461.875,0,0,0,0,0,0,6,676,8,3695,8192,7516,3,20,208984.0,0.0,208984,208984,20300000.0,0.0,20300000,20300000,2
443,6,28/02/2018 11:09:23,271,3,0,31,0,31,0,10.33333333,17.89785834,0,0,0.0,0.0,114391.1439,11070.1107,135.5,105.3589104,210,61,271,135.5,105.3589104,210,61,0,0.0,0.0,0,0,0,0,0,0,60,0,11070.1107,0.0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.33333333,10.33333333,0.0,0,0,0,0,0,0,3,31,0,0,258,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,2
443,6,28/02/2018 11:09:23,1943874,11,12,2008,4433,1078,0,182.5454545,315.12516989999995,1460,0,369.4166667,539.4954644,3313.486368,11.83204261,88357.90909,354082.8617,1671281,1,272505,27250.5,29133.79983,79427,54,1899251,172659.1818,508694.9589,1704929,1,0,0,0,0,232,252,5.658802988,6.173239624,0,1460,268.375,440.85981330000004,194357.375,0,0,1,1,0,0,0,1,1,280.0434783,182.5454545,369.4166667,0,0,0,0,0,0,11,2008,12,4433,8192,7856,6,20,0.0,0.0,0,0,0.0,0.0,0,0,2
443,6,28/02/2018 11:09:24,194,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,10309.27835,194.0,0.0,194,194,194,194.0,0.0,194,194,0,0.0,0.0,0,0,0,0,0,0,40,0,10309.27835,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,255,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,2
443,6,28/02/2018 11:07:26,119621430,12,14,12,31,1,1,1.0,0.0,31,0,2.214285714,8.285098499,0.359467363,0.217352359,4784857.2,5073511.069,10000000,1,110000000,10000000.0,18.12331497,10000000,10000000,120000000,9200814.692,2769038.683,10000000,1,0,0,0,0,240,424,0.100316473,0.11703588599999999,0,31,1.62962963,5.890984952,34.7037037,0,0,0,0,1,0,0,0,1,1.692307692,1.0,2.214285714,0,0,0,0,0,0,12,12,14,31,253,62,11,20,10824.16667,33.86291437,10890,10777,9957628.25,162391.1843,10000000,9441967,2
443,6,28/02/2018 11:09:25,132,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,15151.51515,132.0,0.0,132,132,132,132.0,0.0,132,132,0,0.0,0.0,0,0,0,0,0,0,40,0,15151.51515,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,253,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,2
445,6,28/02/2018 11:09:45,56551,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,70.73261304,18850.33333,27307.3589,50176,70,56551,28275.5,31070.979069999998,50246,6305,0,0.0,0.0,0,0,0,0,0,0,72,32,53.04945978,17.68315326,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0.0,0.0,0,0,0.0,0.0,0,0,2
443,6,28/02/2018 11:09:27,20833792,6,8,708,3695,387,0,118.0,159.2846509,1460,0,461.875,652.749446,211.3393472,0.671985206,1602599.385,5711396.884,20600000,1,147531,29506.2,26252.048890000002,50759,255,20800000,2969601.5710000005,7779216.481000001,20600000,1,0,0,0,0,132,172,0.28799366,0.383991546,0,1460,293.53333330000004,507.5976847,257655.4095,0,0,1,1,0,0,0,1,1,314.5,118.0,461.875,0,0,0,0,0,0,6,708,8,3695,8192,7484,3,20,222480.0,0.0,222480,222480,20600000.0,0.0,20600000,20600000,2
443,6,28/02/2018 11:09:48,224,3,0,31,0,31,0,10.33333333,17.89785834,0,0,0.0,0.0,138392.8571,13392.85714,112.0,107.4802307,188,36,224,112.0,107.4802307,188,36,0,0.0,0.0,0,0,0,0,0,0,60,0,13392.85714,0.0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.33333333,10.33333333,0.0,0,0,0,0,0,0,3,31,0,0,255,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,2
0,0,28/02/2018 11:07:25,113077780,66,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.583669046,1739658.154,2668860.0840000003,19800000,237984,113000000,1739658.154,2668860.0840000003,19800000,237984,0,0.0,0.0,0,0,0,0,0,0,0,0,0.583669046,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,66,0,0,0,-1,-1,0,0,37400000.0,37500000.0,63900000,10800000,11200000.0,7639543.32,19800000,5164038,2
443,6,28/02/2018 11:09:48,4304412,11,12,2008,4427,1078,0,182.5454545,315.12516989999995,1460,0,368.9166667,539.6978041,1494.977711,5.343354679,195655.0909,857344.4882,4033184,1,270973,27097.3,28474.08335,75366,53,4259754,387250.3636,1218685.342,4061074,1,0,0,0,0,232,252,2.555517455,2.7878372239999996,0,1460,268.125,440.91853849999995,194409.1576,0,0,1,1,0,0,0,1,1,279.78260869999997,182.5454545,368.9166667,0,0,0,0,0,0,11,2008,12,4427,8192,7856,6,20,0.0,0.0,0,0,0.0,0.0,0,0,2
443,6,28/02/2018 11:09:53,241,3,0,31,0,31,0,10.33333333,17.89785834,0,0,0.0,0.0,128630.7054,12448.13278,120.5,89.80256121,184,57,241,120.5,89.80256121,184,57,0,0.0,0.0,0,0,0,0,0,0,60,0,12448.13278,0.0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.33333333,10.33333333,0.0,0,0,0,0,0,0,3,31,0,0,258,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,2
443,6,28/02/2018 11:07:57,75228891,10,16,947,2716,271,0,94.7,122.39739469999999,917,0,169.75,273.5796045,48.69139969,0.345611901,3009155.64,10600000.0,45000000,1,75200000,8352368.0,17000000.0,45000000,68,75200000,5014047.533,13500000.0,45000000,1,1,0,0,0,200,320,0.132927654,0.212684247,0,917,145.6296296,224.292417,50307.088319999995,0,1,0,0,1,0,0,0,1,151.23076919999997,94.7,169.75,0,0,0,0,0,0,10,947,16,2716,258,247,5,20,104493.0,857.0134188,105099,103887,37500000.0,10600000.0,45000000,30000000,2
53,17,28/02/2018 11:03:23,321,1,1,51,67,51,51,51.0,0.0,67,67,67.0,0.0,367601.2461,6230.529595,321.0,0.0,321,321,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,3115.264798,3115.264798,51,67,56.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,84.5,51.0,67.0,0,0,0,0,0,0,1,51,1,67,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,2
443,6,28/02/2018 11:10:02,20788935,6,8,677,3695,388,0,112.83333329999999,155.7053842,1460,0,461.875,652.749446,210.3041835,0.673435171,1599148.846,5698285.257,20600000,1,145977,29195.4,25982.26998,49317,354,20700000,2963205.5710000005,7761272.454,20600000,1,0,0,0,0,132,172,0.288615073,0.38482009799999994,0,1460,291.46666669999996,507.9734058,258036.98100000003,0,0,1,1,0,0,0,1,1,312.2857143,112.83333329999999,461.875,0,0,0,0,0,0,6,677,8,3695,8192,7515,3,20,224755.0,0.0,224755,224755,20600000.0,0.0,20600000,20600000,2
443,6,28/02/2018 11:10:23,294,3,0,31,0,31,0,10.33333333,17.89785834,0,0,0.0,0.0,105442.1769,10204.08163,147.0,125.8650071,236,58,294,147.0,125.8650071,236,58,0,0.0,0.0,0,0,0,0,0,0,60,0,10204.08163,0.0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.33333333,10.33333333,0.0,0,0,0,0,0,0,3,31,0,0,258,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,2
443,6,28/02/2018 11:10:23,2419707,11,12,2008,4434,1078,0,182.5454545,315.12516989999995,1460,0,369.5,539.4651392000001,2662.305808,9.505283078,109986.6818,454672.0236,2143765,1,275723,27572.3,29243.704910000004,79865,51,2374944,215904.0,650776.3897,2176860,1,0,0,0,0,232,252,4.54600495,4.959278127,0,1460,268.4166667,440.8520324,194350.5145,0,0,1,1,0,0,0,1,1,280.0869565,182.5454545,369.5,0,0,0,0,0,0,11,2008,12,4434,8192,7856,6,20,0.0,0.0,0,0,0.0,0.0,0,0,2
443,6,28/02/2018 11:10:26,274,3,0,31,0,31,0,10.33333333,17.89785834,0,0,0.0,0.0,113138.6861,10948.90511,137.0,114.55129860000001,218,56,274,137.0,114.55129860000001,218,56,0,0.0,0.0,0,0,0,0,0,0,60,0,10948.90511,0.0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.33333333,10.33333333,0.0,0,0,0,0,0,0,3,31,0,0,255,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,2
445,6,28/02/2018 11:10:39,155670,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,25.69538126,51890.0,89832.81861,155620,0,155670,77835.0,110075.3126,155670,0,0,0.0,0.0,0,0,0,0,0,0,72,32,19.27153594,6.423845313999999,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0.0,0.0,0,0,0.0,0.0,0,0,2
443,6,28/02/2018 11:08:46,111929957,18,18,952,999,470,0,52.88888889,151.7470375,470,0,55.5,149.565744,17.43054364,0.321629713,3197998.771,4671338.27,10000000,1670,112000000,6583448.647000001,4777426.108,10000000,62505,112000000,6583374.294,4793590.143,10000000,1670,0,0,0,0,360,360,0.160814857,0.160814857,0,470,52.75675676,146.68227290000002,21515.68919,0,0,0,0,1,0,0,0,1,54.22222222,52.88888889,55.5,0,0,0,0,0,0,18,952,18,999,63703,21268,13,20,179759.0909,376243.6447,1015587,11287,9994661.545,20681.655459999998,10000000,9952819,2
443,6,28/02/2018 11:10:29,20652724,8,7,707,3695,387,0,88.375,139.0343611,1460,0,527.8571429,675.6193279,213.1437964,0.726296444,1475194.571,5454078.524,20400000,2,20700000,2950389.143,7741759.322000001,20500000,66,20600000,3434308.667,8323566.195,20400000,2,0,0,0,0,172,152,0.38735810299999995,0.33893834100000003,0,1460,275.125,495.03506610000005,245059.7167,0,0,1,1,0,0,0,1,0,293.46666669999996,88.375,527.8571429,0,0,0,0,0,0,8,707,7,3695,8192,7516,4,20,227736.0,0.0,227736,227736,20400000.0,0.0,20400000,20400000,2
443,6,28/02/2018 11:10:49,6924584,11,12,2008,4435,1078,0,182.5454545,315.12516989999995,1460,0,369.5833333,539.450808,930.4530063,3.321499169,314753.8182,1413839.9730000002,6644178,1,280171,28017.1,29397.10076,78493,43,6878066,625278.7273,2006560.379,6674868,1,0,0,0,0,232,252,1.5885430809999999,1.7329560880000001,0,1460,268.4583333,440.8536166,194351.9112,0,0,1,1,0,0,0,1,1,280.13043480000005,182.5454545,369.5833333,0,0,0,0,0,0,11,2008,12,4435,8192,8002,6,20,280171.0,0.0,280171,280171,6644178.0,0.0,6644178,6644178,2
443,6,28/02/2018 11:10:56,275,3,0,31,0,31,0,10.33333333,17.89785834,0,0,0.0,0.0,112727.2727,10909.09091,137.5,111.0157646,216,59,275,137.5,111.0157646,216,59,0,0.0,0.0,0,0,0,0,0,0,60,0,10909.090909999999,0.0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.33333333,10.33333333,0.0,0,0,0,0,0,0,3,31,0,0,258,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,2
443,6,28/02/2018 11:11:00,20552471,6,8,677,3695,388,0,112.83333329999999,155.7053842,1460,0,461.875,652.749446,212.7238131,0.681183299,1580959.3080000002,5637818.275,20300000,1,139895,27979.0,24835.10251,46873,371,20500000,2929669.143,7679302.589,20300000,1,0,0,0,0,132,172,0.2919357,0.389247599,0,1460,291.46666669999996,507.9734058,258036.98100000003,0,0,1,1,0,0,0,1,1,312.2857143,112.83333329999999,461.875,0,0,0,0,0,0,6,677,8,3695,8192,7515,3,20,207692.0,0.0,207692,207692,20300000.0,0.0,20300000,20300000,2
443,6,28/02/2018 11:11:20,248,3,0,31,0,31,0,10.33333333,17.89785834,0,0,0.0,0.0,125000,12096.77419,124.0,98.99494937,194,54,248,124.0,98.99494937,194,54,0,0.0,0.0,0,0,0,0,0,0,60,0,12096.77419,0.0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.33333333,10.33333333,0.0,0,0,0,0,0,0,3,31,0,0,258,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,2
443,6,28/02/2018 11:11:20,7641138,13,11,2039,4434,1078,0,156.84615380000002,294.4969853,1460,0,403.0909091,552.4768691,847.1251272,3.140893411,332223.3913,1533602.44,7366784,1,7641138,636761.5,2119709.781,7367169,36,7596051,759605.1,2333659.667,7400992,1,0,0,0,0,272,232,1.701317265,1.439576147,0,1460,258.92,434.1742085,188507.2433,0,0,1,1,0,0,0,1,0,269.7083333,156.84615380000002,403.0909091,0,0,0,0,0,0,13,2039,11,4434,8192,8002,7,20,273909.0,0.0,273909,273909,7366784.0,0.0,7366784,7366784,2
443,6,28/02/2018 11:11:33,20896876,6,8,676,3695,387,0,112.66666670000001,155.3520733,1460,0,461.875,652.749446,209.1700214,0.6699566,1607452.0,5728401.636,20700000,1,147294,29458.8,26247.56319,50502,356,20900000,2978629.4289999995,7802331.545,20700000,1,0,0,0,0,132,172,0.287124257,0.38283234299999996,0,1460,291.4,507.9598972,258023.2571,0,0,1,1,0,0,0,1,1,312.2142857,112.66666670000001,461.875,0,0,0,0,0,0,6,676,8,3695,8192,7516,3,20,224160.0,0.0,224160,224160,20700000.0,0.0,20700000,20700000,2
443,6,28/02/2018 11:11:54,262,3,0,31,0,31,0,10.33333333,17.89785834,0,0,0.0,0.0,118320.6107,11450.38168,131.0,103.23759009999999,204,58,262,131.0,103.23759009999999,204,58,0,0.0,0.0,0,0,0,0,0,0,60,0,11450.38168,0.0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.33333333,10.33333333,0.0,0,0,0,0,0,0,3,31,0,0,258,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,2
0,0,28/02/2018 11:09:50,92585427,59,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.637249316,1596300.466,1434241.5280000002,8211046,342597,92600000,1596300.466,1434241.5280000002,8211046,342597,0,0.0,0.0,0,0,0,0,0,0,0,0,0.637249316,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,59,0,0,0,-1,-1,0,0,79800000.0,0.0,79800000,79800000,8211046.0,0.0,8211046,8211046,2
443,6,28/02/2018 11:11:54,6854981,11,12,2008,4427,1078,0,182.5454545,315.12516989999995,1460,0,368.9166667,539.6978041,938.7334553,3.355224471,311590.0455,1398395.4130000002,6571849,1,282878,28287.8,29742.44325,78743,31,6808160,618923.6364,1984300.8290000001,6601384,1,0,0,0,0,232,252,1.6046725730000002,1.750551898,0,1460,268.125,440.91853849999995,194409.1576,0,0,1,1,0,0,0,1,1,279.78260869999997,182.5454545,368.9166667,0,0,0,0,0,0,11,2008,12,4427,8192,8002,6,20,282878.0,0.0,282878,282878,6571849.0,0.0,6571849,6571849,2
443,6,28/02/2018 11:12:01,220,3,0,31,0,31,0,10.33333333,17.89785834,0,0,0.0,0.0,140909.0909,13636.36364,110.0,97.5807358,179,41,220,110.0,97.5807358,179,41,0,0.0,0.0,0,0,0,0,0,0,60,0,13636.363640000001,0.0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.33333333,10.33333333,0.0,0,0,0,0,0,0,3,31,0,0,255,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,2
443,6,28/02/2018 11:09:57,90245626,10,16,944,3150,269,0,94.4,121.9200102,910,0,196.875,319.8784926000001,45.36507952,0.288102606,3609825.04,12400000.0,45000000,1,90200000,10000000.0,19800000.0,45000000,116,90200000,6015162.333,15800000.0,45000000,1,1,0,0,0,200,320,0.110808694,0.17729391100000003,0,910,161.5925926,259.082443,67123.71225,0,1,0,0,1,0,0,0,1,167.8076923,94.4,196.875,0,0,0,0,0,0,10,944,16,3150,255,260,5,20,108623.0,6006.1649990000005,112870,104376,45000000.0,6112.231017,45000000,45000000,2
53,17,28/02/2018 11:09:48,1383,1,1,46,62,46,46,46.0,0.0,62,62,62.0,0.0,78091.10629,1446.131598,1383.0,0.0,1383,1383,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,723.065799,723.065799,46,62,51.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,77.0,46.0,62.0,0,0,0,0,0,0,1,46,1,62,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,2
53,17,28/02/2018 10:52:37,48472,2,2,88,200,44,44,44.0,0.0,100,100,100.0,0.0,5941.574517,82.5218683,16157.333330000001,14016.08595,25046,0,23426,23426.0,0.0,23426,23426,0,0.0,0.0,0,0,0,0,0,0,16,16,41.26093415,41.26093415,44,100,66.4,30.67246322,940.8,0,0,0,0,0,0,0,0,1,83.0,44.0,100.0,0,0,0,0,0,0,2,88,2,200,-1,-1,1,8,0.0,0.0,0,0,0.0,0.0,0,0,2
443,6,28/02/2018 11:12:23,865701,7,10,1287,4243,968,0,183.8571429,354.3832335,1460,0,424.3,594.7987615000001,6387.886811,19.63726506,54106.3125,99709.22692999999,305730,0,496106,82684.33333,115685.1599,305730,249,835480,92831.11111,161558.1235,439765,0,0,0,0,0,152,212,8.085932672,11.55133239,0,1460,307.22222220000003,501.5027483,251505.0065,0,0,1,1,0,0,0,1,1,325.29411760000005,183.8571429,424.3,0,0,0,0,0,0,7,1287,10,4243,8192,1007,3,20,0.0,0.0,0,0,0.0,0.0,0,0,2
443,6,28/02/2018 11:12:23,106,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,18867.92453,106.0,0.0,106,106,106,106.0,0.0,106,106,0,0.0,0.0,0,0,0,0,0,0,40,0,18867.92453,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,254,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,2
